,original_language,original_title,overview,genre
661,en,Do the Right Thing,"['salvator', 'sal', 'fragion', 'italian', 'owner', 'pizzeria', 'brooklyn', 'neighborhood', 'local', 'buggin', 'becom', 'upset', 'see', 'pizzeria', 'wall', 'fame', 'exhibit', 'italian', 'actor', 'buggin', 'believ', 'pizzeria', 'black', 'neighborhood', 'showcas', 'black', 'actor', 'sal', 'disagre', 'wall', 'becom', 'symbol', 'racism', 'hate', 'buggin', 'peopl', 'neighborhood', 'tension', 'rise']",['Drama']
662,ja,獣兵衛忍風帖,"['jubei', 'masterless', 'ninja', 'travel', 'land', 'alon', 'lend', 'servic', 'gold', '—', 'or', 'worthi', 'caus', 'fearsom', 'abil', 'serv', 'well', 'plot', 'overthrow', 'govern', 'threaten', 'end', 'wander', 'way', '—', 'and', 'possibl', 'life']","['Fantasy', 'Adventure', 'Animation', 'Action']"
663,en,Harry Potter and the Deathly Hallows: Part 1,"['harri', 'ron', 'hermion', 'walk', 'away', 'last', 'year', 'hogwart', 'find', 'destroy', 'remain', 'horcrux', 'put', 'end', 'voldemort', 'bid', 'immort', 'harri', 'belov', 'dumbledor', 'dead', 'voldemort', 'unscrupul', 'death', 'eater', 'loos', 'world', 'danger', 'ever']","['Adventure', 'Fantasy']"
664,ko,부산행,"['zombi', 'viru', 'push', 'korea', 'state', 'emerg', 'trap', 'express', 'train', 'busan', 'must', 'fight', 'surviv']","['Horror', 'Thriller', 'Action', 'Adventure']"
665,en,Maudie,"['canadian', 'folk', 'artist', 'maud', 'lewi', 'fall', 'love', 'fishmong', 'work', 'livein', 'housekeep']","['Drama', 'Romance']"
666,en,Monsieur Verdoux,"['film', 'unemploy', 'banker', 'henri', 'verdoux', 'sociopath', 'method', 'attain', 'incom', 'loyal', 'compet', 'work', 'verdoux', 'laidoff', 'make', 'money', 'wife', 'child', 'marri', 'wealthi', 'widow', 'murder', 'crime', 'spree', 'eventu', 'work', 'two', 'particular', 'widow', 'break', 'normal', 'routin']","['Comedy', 'Crime', 'Drama']"
667,ko,추격자,"['joongho', 'dirti', 'detect', 'turn', 'pimp', 'financi', 'troubl', 'sever', 'girl', 'recent', 'disappear', 'without', 'clear', 'debt', 'tri', 'track', 'find', 'clue', 'vanish', 'girl', 'call', 'client', 'one', 'girl', 'meet', 'right']","['Crime', 'Thriller', 'Action']"
668,en,A Woman Under the Influence,"['mabel', 'longhetti', 'desper', 'lone', 'marri', 'lo', 'angel', 'municip', 'construct', 'worker', 'nick', 'increasingli', 'unstabl', 'especi', 'compani', 'other', 'crave', 'happi', 'extrem', 'volatil', 'behavior', 'convinc', 'nick', 'pose', 'danger', 'famili', 'decid', 'commit', 'institut', 'six', 'month', 'alon', 'trio', 'kid', 'rais', 'await', 'return', 'hold', 'surpris']",['Drama']
669,fr,Le Roi et l'Oiseau,"['kingdom', 'takicardi', 'quak', 'rule', 'tyrann', 'king', 'charl', 'vetiiifontviiietviiifontxvi', 'whose', 'favourit', 'pastim', 'shoot', 'bird', 'archenemi', 'cheeki', 'mockingbird', 'whose', 'favourit', 'pastim', 'thwart', 'king', '’s', 'attempt', 'shoot', 'bird', 'one', 'night', 'portrait', 'king', 'come', 'life', 'dispos', 'real', 'king', 'take', 'place', 'portrait', 'king', 'fall', 'love', 'young', 'shepherdess', 'anoth', 'paint', 'intend', 'marri', 'ala', 'shepherdess', 'fallen', 'love', 'chimneysweep', 'togeth', 'elop', 'king', '’s', 'palac', 'enrag', 'king', 'send', 'polic', 'captur', 'within', 'power', 'forc', 'shepherdess', 'marri', 'mockingbird', 'must', 'use', 'guil', 'courag', 'thwart', 'king', 'bring', 'evil', 'reign', 'end']","['Animation', 'Family', 'Fantasy']"
670,cn,葉問,"['semibiograph', 'account', 'yip', 'man', 'first', 'martial', 'art', 'master', 'teach', 'chines', 'martial', 'art', 'wing', 'chun', 'film', 'focus', 'event', 'surround', 'ip', 'took', 'place', 'citi', 'foshan', '1930', '1940', 'second', 'sinojapanes', 'war', 'direct', 'wilson', 'yip', 'film', 'star', 'donni', 'yen', 'lead', 'role', 'featur', 'fight', 'choreographi', 'sammo', 'hung']","['Drama', 'Action', 'History']"
671,en,Annie Hall,"['new', 'york', 'comedian', 'alvi', 'singer', 'fall', 'love', 'ditsi', 'anni', 'hall']","['Comedy', 'Drama', 'Romance']"
672,en,How to Train Your Dragon: The Hidden World,"['hiccup', 'fulfil', 'dream', 'creat', 'peac', 'dragon', 'utopia', 'toothless', '’', 'discoveri', 'untam', 'elus', 'mate', 'draw', 'night', 'furi', 'away', 'danger', 'mount', 'home', 'hiccup', '’s', 'reign', 'villag', 'chief', 'test', 'dragon', 'rider', 'must', 'make', 'imposs', 'decis', 'save', 'kind']","['Animation', 'Family', 'Adventure']"
673,en,The Hateful Eight,"['bounti', 'hunter', 'seek', 'shelter', 'rage', 'blizzard', 'get', 'caught', 'plot', 'betray', 'decept']","['Drama', 'Mystery', 'Western']"
674,ja,たそがれ清兵衛,"['seibei', 'iguchi', 'lead', 'difficult', 'life', 'low', 'rank', 'samurai', 'turn', 'nineteenth', 'centuri', 'widow', 'meager', 'incom', 'seibei', 'struggl', 'take', 'care', 'two', 'daughter', 'senil', 'mother', 'new', 'prospect', 'seem', 'open', 'beauti', 'tomo', 'childhood', 'friend', 'come', 'back', 'daughter', 'life', 'japanes', 'feudal', 'system', 'unravel', 'seibei', 'still', 'bound', 'code', 'honor', 'samurai', 'sens', 'social', 'preced', 'find', 'way', 'best', 'love', '?']","['Drama', 'Romance']"
675,fr,Vivre sa vie: film en douze tableaux,"['twelv', 'episod', 'tale', 'life', 'parisian', 'woman', 'slow', 'descent', 'prostitut']",['Drama']
676,it,Non ci resta che piangere,"['two', '20thcenturi', 'friend', 'accident', 'stumbl', 'year', '1492', 'meet', 'charm', 'teen', 'tri', 'alter', 'histori']",['Comedy']
677,en,One Life,"['british', 'stockbrok', 'nichola', 'winton', 'visit', 'czechoslovakia', '1930', 'form', 'plan', 'assist', 'rescu', 'jewish', 'children', 'onset', 'world', 'war', 'ii', 'oper', 'came', 'known', 'kindertransport']","['History', 'Drama', 'War']"
678,en,"I, Daniel Blake","['middl', 'age', 'carpent', 'requir', 'state', 'welfar', 'injur', 'join', 'singl', 'mother', 'similar', 'scenario']",['Drama']
679,en,A Walk to Remember,"['popular', 'restless', 'landon', 'carter', 'forc', 'particip', 'school', 'drama', 'product', 'fall', 'love', 'jami', 'sullivan', 'daughter', 'town', 'minist', 'jami', 'todo', 'list', 'life', 'well', 'big', 'secret', 'must', 'keep', 'landon']","['Drama', 'Romance']"
680,fr,Demain tout commence,"['man', 'without', 'attach', 'respons', 'suddenli', 'find', 'abandon', 'babi', 'leav', 'london', 'tri', 'find', 'mother', 'eight', 'year', 'later', 'daughter', 'becom', 'insepar', 'gloria', 'mother', 'reappear']","['Drama', 'Comedy']"
681,en,Zootopia,"['determin', 'prove', 'offic', 'judi', 'hopp', 'first', 'bunni', 'zootopia', 'polic', 'forc', 'jump', 'chanc', 'crack', 'first', 'case', ' ', 'even', 'mean', 'partner', 'scamartist', 'fox', 'nick', 'wild', 'solv', 'mysteri']","['Animation', 'Adventure', 'Family', 'Comedy']"
682,en,The Breakfast Club,"['five', 'high', 'school', 'student', 'differ', 'walk', 'life', 'endur', 'saturday', 'detent', 'powerhungri', 'princip', 'dispar', 'group', 'includ', 'rebel', 'john', 'princess', 'clair', 'outcast', 'allison', 'braini', 'brian', 'andrew', 'jock', 'chanc', 'tell', 'stori', 'make', 'other', 'see', 'littl', 'differ', ' ', 'day', 'end', 'question', 'whether', 'school', 'ever']","['Comedy', 'Drama']"
683,ja,劇場版 七つの大罪 光に呪われし者たち,"['help', 'dragon', 'sin', 'wrath', 'melioda', 'worst', 'rebel', 'histori', 'seven', 'deadli', 'sin', 'holi', 'war', 'four', 'race', 'includ', 'human', 'goddess', 'fairi', 'giant', 'fought', 'demon', 'final', 'cost', 'lion', 'sin', 'pride', 'escanor', 'life', 'demon', 'king', 'defeat', 'world', 'regain', 'peac', 'sin', 'take', 'path']","['Animation', 'Fantasy']"
684,fr,Les Tontons flingueurs,"['age', 'gangster', 'fernand', 'naudin', 'hope', 'quiet', 'retir', 'suddenli', 'inherit', 'fortun', 'old', 'friend', 'former', 'gangster', 'supremo', 'known', 'mexican', 'ambival', 'new', 'found', 'wealth', 'fernand', 'posit', 'nonpluss', 'discov', 'also', 'inherit', 'benefactor', '’s', 'daughter', 'patricia', 'unfortun', 'not', 'fernand', 'put', 'thoroughli', 'modern', 'patricia', 'nauseat', 'boyfriend', 'also', 'contend', 'mexican', '’s', 'triggerhappi', 'former', 'employe', 'determin', 'make', 'claim']","['Comedy', 'Crime']"
685,it,L'eclisse,"['romant', 'drama', 'michelangelo', 'antonioni', 'follow', 'love', 'life', 'vittoria', 'beauti', 'literari', 'translat', 'live', 'rome', 'split', 'writer', 'boyfriend', 'riccardo', 'vittoria', 'meet', 'piero', 'live', 'stockbrok', 'hectic', 'floor', 'roman', 'stock', 'exchang', 'though', 'vittoria', 'piero', 'begin', 'relationship', 'not', 'one', 'without', 'difficulti', 'commit', 'one', 'anoth', 'test', 'eclips']","['Drama', 'Romance']"
686,en,Platoon,"['young', 'naiv', 'recruit', 'vietnam', 'chri', 'taylor', 'face', 'moral', 'crisi', 'confront', 'horror', 'war', 'dualiti', 'man']","['Drama', 'War', 'Action']"
687,en,Marriage Story,"['stage', 'director', 'actress', 'struggl', 'gruel', 'coasttocoast', 'divorc', 'push', 'person', 'extrem']",['Drama']
688,en,Red Shoes and the Seven Dwarfs,"['princ', 'turn', 'dwarf', 'seek', 'red', 'shoe', 'ladi', 'order', 'break', 'spell', 'although', 'not', 'easi']","['Animation', 'Fantasy', 'Drama', 'Family', 'Comedy', 'Romance']"
689,ja,THE LAST -NARUTO THE MOVIE-,"['two', 'year', 'event', 'fourth', 'great', 'ninja', 'war', 'moon', 'hagoromo', 'otsutsuki', 'creat', 'long', 'ago', 'seal', 'away', 'gedo', 'statu', 'begin', 'descend', 'toward', 'world', 'threaten', 'becom', 'meteor', 'would', 'destroy', 'everyth', 'impact', 'amidst', 'crisi', 'direct', 'descend', 'kaguya', 'otsutsuki', 'name', 'toneri', 'otsutsuki', 'attempt', 'kidnap', 'hinata', 'hyuga', 'end', 'abduct', 'younger', 'sister', 'hanabi', 'naruto', 'alli', 'mount', 'rescu', 'mission', 'find', 'embroil', 'final', 'battl', 'decid', 'fate', 'everyth']","['Action', 'Romance', 'Animation']"
690,sr,Подземље,"['group', 'serbian', 'socialist', 'prepar', 'war', 'surreal', 'underground', 'fill', 'parti', 'tragedi', 'love', 'hate']","['Comedy', 'Drama', 'War']"
691,ja,崖の上のポニョ,"['sosuk', 'young', 'boy', 'live', 'clifftop', 'overlook', 'sea', 'rescu', 'strand', 'goldfish', 'name', 'ponyo', 'discov', 'bargain', 'ponyo', 'curiou', 'energet', 'young', 'creatur', 'yearn', 'human', 'even', 'caus', 'chao', 'around', 'hous', 'father', 'power', 'sorcer', 'scheme', 'return', 'ponyo', 'sea']","['Animation', 'Fantasy', 'Family']"
692,en,Shrek,"['ai', 'nt', 'easi', 'bein', 'green', ' ', 'especi', 'you', 're', 'likabl', 'albeit', 'smelli', 'ogr', 'name', 'shrek', 'mission', 'retriev', 'gorgeou', 'princess', 'clutch', 'firebreath', 'dragon', 'shrek', 'team', 'unlik', 'compatriot', ' ', 'wisecrack', 'donkey']","['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']"
693,en,Manhattan,"['manhattan', 'explor', 'life', 'middleag', 'televis', 'writer', 'date', 'teenag', 'girl', 'complic', 'fall', 'love', 'best', 'friend', 'mistress']","['Comedy', 'Drama', 'Romance']"
694,ko,더 킬러: 죽어도 되는 아이,"['retir', 'hitman', '’s', 'wife', 'goe', 'vacat', 'friend', 'ask', 'look', 'friend', 'teenag', 'daughter', 'thing', 'go', 'awri', 'forc', 'use', 'littl', 'violenc', 'protect', 'girl', 'juvenil', 'delinqu', 'found', 'dead', 'girl', 'kidnap']","['Action', 'Crime', 'Thriller']"
695,en,Mystic River,"['live', 'three', 'men', 'childhood', 'friend', 'shatter', 'one', 'suffer', 'famili', 'tragedi']","['Thriller', 'Crime', 'Drama', 'Mystery']"
696,en,The King's Speech,"['king', 'speech', 'tell', 'stori', 'man', 'becam', 'king', 'georg', 'vi', 'father', 'queen', 'elizabeth', 'ii', 'brother', 'abdic', 'georg', 'berti', 'reluctantli', 'assum', 'throne', 'plagu', 'dread', 'stutter', 'consid', 'unfit', 'king', 'berti', 'engag', 'help', 'unorthodox', 'speech', 'therapist', 'name', 'lionel', 'logu', 'set', 'unexpect', 'techniqu', 'result', 'unlik', 'friendship', 'berti', 'abl', 'find', 'voic', 'boldli', 'lead', 'countri', 'war']","['Drama', 'History']"
697,en,The Blues Brothers,"['jake', 'blue', 'releas', 'prison', 'put', 'old', 'band', 'back', 'togeth', 'save', 'cathol', 'home', 'brother', 'elwood', 'rais']","['Music', 'Comedy', 'Action', 'Crime']"
698,ja,天使のたまご,"['desol', 'dark', 'world', 'full', 'shadow', 'live', 'one', 'littl', 'girl', 'seem', 'noth', 'collect', 'water', 'jar', 'protect', 'larg', 'egg', 'carri', 'everywher', 'mysteri', 'man', 'enter', 'life', 'discuss', 'world', 'around']","['Animation', 'Fantasy', 'Mystery']"
699,pt,Ricos de Amor,"['work', 'incognito', 'rich', 'dad', 'compani', 'test', 'merit', 'teto', 'fall', 'paula', 'tell', 'grew', 'poor', 'lie', 'spin', 'control']","['Romance', 'Comedy']"
700,en,John Wick: Chapter 4,"['price', 'head', 'ever', 'increas', 'john', 'wick', 'uncov', 'path', 'defeat', 'high', 'tabl', 'earn', 'freedom', 'wick', 'must', 'face', 'new', 'enemi', 'power', 'allianc', 'across', 'globe', 'forc', 'turn', 'old', 'friend', 'foe']","['Action', 'Thriller', 'Crime']"
701,en,Batman: Under the Red Hood,"['one', 'part', 'vigilant', 'one', 'part', 'crimin', 'kingpin', 'red', 'hood', 'begin', 'clean', 'gotham', 'effici', 'batman', 'without', 'follow', 'ethic', 'code']","['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']"
702,de,Im Westen nichts Neues,"['paul', 'baumer', 'friend', 'albert', 'muller', 'eg', 'romant', 'dream', 'heroism', 'voluntarili', 'enlist', 'german', 'armi', 'full', 'excit', 'patriot', 'fervour', 'boy', 'enthusiast', 'march', 'war', 'believ', 'western', 'front', 'discov', 'souldestroy', 'horror', 'world', 'war']","['Drama', 'War', 'Action']"
703,it,Accattone,"['pimp', 'mean', 'provid', 'find', 'life', 'spiral', 'control', 'prostitut', 'sent', 'prison']",['Drama']
704,en,Beauty and the Beast,"['follow', 'adventur', 'bell', 'bright', 'young', 'woman', 'find', 'castl', 'princ', 'who', 's', 'turn', 'mysteri', 'beast', 'help', 'castl', 'enchant', 'staff', 'bell', 'soon', 'learn', 'import', 'lesson', ' ', 'true', 'beauti', 'come', 'within']","['Romance', 'Family', 'Animation', 'Fantasy']"
705,it,Matrimonio all'italiana,"['domenico', 'first', 'meet', 'filomena', 'napl', 'world', 'war', 'ii', 'instantli', 'smitten', 'flash', 'forward', 'postwar', 'year', 'two', 'meet', 'spark', 'passion', 'affair', 'span', 'two', 'decad', 'filomena', '—', 'becom', 'domenico', 'kept', 'woman', 'secretli', 'born', 'children', '—', 'learn', 'lover', 'plan', 'we', 'd', 'anoth', 'stop', 'noth', 'hook', 'marri', 'instead']","['Drama', 'Romance', 'Comedy']"
706,en,Sound of Metal,"['metal', 'drummer', 'ruben', 'begin', 'lose', 'hear', 'doctor', 'tell', 'condit', 'worsen', 'think', 'career', 'life', 'girlfriend', 'lou', 'check', 'former', 'addict', 'rehab', 'deaf', 'hope', 'prevent', 'relaps', 'help', 'adapt', 'new', 'life', 'welcom', 'accept', 'ruben', 'must', 'choos', 'new', 'normal', 'life', 'knew']","['Drama', 'Music']"
707,en,Big Hero 6,"['special', 'bond', 'develop', 'plussiz', 'inflat', 'robot', 'baymax', 'prodigi', 'hiro', 'hamada', 'team', 'group', 'friend', 'form', 'band', 'hightech', 'hero']","['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
708,en,The Exorcist,"['charm', '12yearold', 'girl', 'take', 'characterist', 'voic', 'other', 'doctor', 'say', 'noth', 'peopl', 'begin', 'die', 'girl', 'mother', 'realiz', 'daughter', 'possess', 'deviland', 'daughter', 'possibl', 'hope', 'lie', 'two', 'priest', 'ancient', 'rite', 'demon', 'exorc']","['Horror', 'Thriller', 'Drama']"
709,en,"Batman: The Dark Knight Returns, Part 1","['batman', 'not', 'seen', 'ten', 'year', 'new', 'breed', 'crimin', 'ravag', 'gotham', 'citi', 'forc', '55yearold', 'bruce', 'wayn', 'back', 'cape', 'cowl', 'still', 'take', 'fight', 'crime', 'new', 'era', '?']","['Science Fiction', 'Action', 'Animation', 'Mystery']"
710,hi,कभी ख़ुशी कभी ग़म,"['year', 'father', 'disown', 'adopt', 'brother', 'marri', 'woman', 'lower', 'social', 'stand', 'young', 'man', 'goe', 'mission', 'reunit', 'famili']","['Comedy', 'Drama']"
711,fr,Hiroshima mon amour,"['deep', 'convers', 'japanes', 'architect', 'french', 'actress', 'form', 'basi', 'celebr', 'french', 'film', 'consid', 'one', 'vanguard', 'product', 'french', 'new', 'wave', 'set', 'hiroshima', 'end', 'world', 'war', 'ii', 'coupl', ' ', 'lover', 'turn', 'friend', ' ', 'recount', 'mani', 'hour', 'previou', 'romanc', 'life', 'experi', 'two', 'intertwin', 'stori', 'past', 'ponder', 'devast', 'wrought', 'atom', 'bomb', 'drop', 'citi']","['Drama', 'History', 'Romance']"
712,en,Magnolia,"['epic', 'mosaic', 'mani', 'interrel', 'charact', 'search', 'happi', 'forgiv', 'mean', 'san', 'fernando', 'valley']",['Drama']
713,en,Tetris,"['1988', 'american', 'video', 'game', 'salesman', 'henk', 'roger', 'discov', 'video', 'game', 'tetri', 'set', 'bring', 'game', 'world', 'enter', 'danger', 'web', 'lie', 'corrupt', 'behind', 'iron', 'curtain']","['Thriller', 'History', 'Drama']"
714,pt,Minha Mãe é uma Peça: O Filme,"['anoth', 'spat', 'kid', 'dona', 'hermínia', 'decid', 'take', 'time', 'hide', 'away', 'aunt', 'hous', 'reminisc', 'kid', 'age', 'still', 'need']",['Comedy']
715,ja,歩いても 歩いても,"['twelv', 'year', 'belov', 'eldest', 'son', 'junpei', 'drown', 'save', 'stranger', 'life', 'kyohei', 'toshiko', 'welcom', 'surviv', 'children', 'home', 'famili', 'reunion', 'younger', 'son', 'ryota', 'still', 'feel', 'parent', 'resent', 'is', 'nt', 'one', 'die', 'new', 'wife', 'yukari', 'awkwardli', 'meet', 'rest', 'famili', 'first', 'time', 'daughter', 'chinami', 'strain', 'fill', 'uncomfort', 'paus', 'forc', 'cheer']","['Drama', 'Family']"
716,en,Slumdog Millionaire,"['teenag', 'reflect', 'life', 'accus', 'cheat', 'indian', 'version', 'want', 'millionair', '?']","['Drama', 'Romance']"
717,es,Tres metros sobre el cielo,"['stori', 'two', 'young', 'peopl', 'belong', 'differ', 'world', 'chronicl', 'love', 'improb', 'almost', 'imposs', 'inevit', 'drag', 'frantic', 'journey', 'discov', 'first', 'great', 'love', 'babi', 'girl', 'uppermiddl', 'class', 'educ', 'good', 'innoc', ' ', 'hach', 'rebelli', 'boy', 'impuls', 'unconsci', 'appetit', 'risk', 'danger', 'embodi', 'endless', 'fight', 'illeg', 'motorbik', 'race', 'limit', 'common', 'sens']","['Romance', 'Drama']"
718,ko,마더,"['mother', 'live', 'quietli', 'son', 'one', 'day', 'girl', 'brutal', 'kill', 'boy', 'charg', 'murder', 'mother', 'mission', 'prove', 'innoc']","['Crime', 'Drama', 'Mystery']"
719,en,The Straight Story,"['retir', 'farmer', 'widow', '70', 'alvin', 'straight', 'learn', 'one', 'day', 'distant', 'brother', 'lyle', 'suffer', 'stroke', 'may', 'not', 'recov', 'alvin', 'determin', 'make', 'thing', 'right', 'lyle', 'still', 'brother', 'live', 'wisconsin', 'alvin', 'stuck', 'iowa', 'car', 'driver', 'licens', 'hit', 'idea', 'make', 'trip', 'old', 'lawnmow', 'thu', 'begin', 'picturesqu', 'time', 'deepli', 'spiritu', 'odyssey']",['Drama']
720,es,No se aceptan devoluciones,"['valentin', 'acapulco', 'resid', 'playboy', 'former', 'fling', 'leav', 'babi', 'doorstep', 'head', 'mexico']","['Comedy', 'Drama']"
721,en,Temple Grandin,"['biopic', 'templ', 'grandin', 'autist', 'american', 'becom', 'one', 'lead', 'scientist', 'human', 'livestock', 'handl']","['Drama', 'History']"
722,en,My Policeman,"['late', '1990', 'arriv', 'elderli', 'invalid', 'patrick', 'marion', 'tom', '’s', 'home', 'trigger', 'explor', 'seismic', 'event', '40', 'year', 'previou', 'passion', 'relationship', 'tom', 'patrick', 'time', 'homosexu', 'illeg']","['Drama', 'Romance']"
723,en,Cool Hand Luke,"['petti', 'crimin', 'luke', 'jackson', 'sentenc', 'two', 'year', 'florida', 'prison', 'farm', 'doe', 'nt', 'play', 'rule', 'either', 'sadist', 'warden', 'yard', 'resid', 'heavi', 'draglin', 'end', 'admir', 'new', 'guy', 'unbreak', 'luke', 'bravado', 'even', 'face', 'repeat', 'stint', 'prison', 'dread', 'solitari', 'confin', 'cell', 'box', 'make', 'rebel', 'hero', 'fellow', 'convict', 'thorn', 'side', 'prison', 'offic']","['Action', 'Drama', 'Crime']"
